Word,Word Score
couch,2365.1145703611455
click,2366.555105853051
dacca,2366.582191780822
husky,2367.3505603985054
proof,2367.5040473225404
fight,2368.6687422166874
photo,2368.7079701120797
gimpy,2368.951432129514
algal,2369.4047322540473
digit,2370.1136363636365
visit,2371.4800747198005
furry,2371.6481942714818
hippo,2371.959215442092
flung,2371.963885429639
jewel,2372.551369863014
bosom,2372.9856787048566
groom,2373.398505603985
howdy,2373.633872976339
grimm,2374.659402241594
brook,2375.027397260274
jolly,2375.4551681195517
papua,2376.5180572851805
finny,2376.5479452054797
witty,2377.799501867995
clock,2378.0236612702365
shook,2381.0890410958905
pappy,2381.686799501868
vouch,2381.9411581569116
junco,2382.095890410959
punky,2382.678704856787
flunk,2384.2378580323784
wedge,2384.486301369863
occur,2384.596513075965
peppy,2385.8720423412205
sniff,2387.714508094645
twist,2387.7185554171856
exude,2388.1270236612704
blood,2388.7011207970113
gregg,2388.9925280199254
cinch,2389.0270859277707
skimp,2389.223225404732
cooky,2389.247820672478
zilch,2389.2643212951434
knapp,2389.569738480697
llama,2389.7509339975095
dusky,2389.788293897883
dying,2389.895703611457
width,2390.3150684931506
lolly,2390.4769613947697
micky,2391.069738480697
pewee,2391.832191780822
bulky,2393.154420921544
flick,2393.4981320049815
broom,2394.720423412204
swung,2394.8953922789538
humid,2395.038605230386
filly,2395.5031133250313
agway,2395.508405977584
clump,2396.1357409713573
macaw,2397.0563511830637
amass,2397.80199252802
tappa,2398.9975093399753
kitty,2399.069115815691
cynic,2399.897882938979
daddy,2399.9520547945203
refer,2400.5479452054797
jowly,2401.1472602739727
winch,2402.150684931507
picky,2402.678393524284
knoll,2403.7982565379825
lloyd,2403.7982565379825
stump,2404.280821917808
vaduz,2404.524906600249
nawab,2406.0952677459527
sushi,2408.1397882938977
jesse,2408.2017434620175
lumpy,2408.597135740971
chili,2408.785803237858
witch,2408.8474470734745
muzak,2409.1055417185553
scoop,2409.5074719800746
byway,2409.9495641344956
busch,2410.2391033623912
tippy,2410.407222914072
scops,2411.5454545454545
buick,2411.694271481943
phlox,2411.934308841843
flock,2413.9000622665008
primp,2414.3505603985054
check,2415.6301369863013
fitch,2415.714196762142
pupil,2416.519302615193
butch,2416.8555417185553
pushy,2417.319738480697
lucky,2418.925280199253
pizza,2420.5728518057285
orono,2422.4545454545455
brood,2423.2353673723537
twill,2423.359900373599
finch,2424.574097135741
spunk,2425.548567870486
nroff,2426.3698630136987
munch,2426.921232876712
conch,2428.6198630136987
plaza,2428.868306351183
crock,2429.2294520547944
windy,2429.3449564134494
knott,2429.362079701121
allyl,2433.000622665006
lobby,2433.4601494396015
ninth,2433.530199252802
droop,2434.818181818182
whack,2435.176836861768
bough,2435.6615815691157
crook,2435.7658779576586
bunch,2436.4819427148195
punch,2436.7826899128268
crumb,2437.2552926525527
yukon,2438.0946450809465
effie,2438.157222914072
squid,2438.5283312577835
knack,2440.0037359900375
manna,2441.8807596513075
gulch,2442.8608343711085
mushy,2443.5454545454545
japan,2444.4757160647573
emcee,2444.656911581569
chink,2444.703611457036
cobol,2445.4109589041095
dwell,2445.557907845579
dutch,2445.8807596513075
peepy,2446.128891656289
rotor,2447.909402241594
coypu,2448.6911581569116
bundy,2448.922789539228
chill,2449.134495641345
daffy,2449.1933374844334
papal,2449.285491905355
kajar,2450.0264632627645
thick,2450.591531755915
codon,2450.626400996264
booth,2450.648816936488
verve,2450.785803237858
igloo,2452.162515566625
folly,2452.598381070984
fever,2453.8773349937733
excel,2454.1018057285182
quirk,2454.177459526775
vacua,2455.2481320049815
mulch,2455.7580946450807
snook,2456.433686176837
hying,2456.4772727272725
dough,2456.541095890411
comic,2457.1270236612704
irvin,2457.1369863013697
spitz,2457.5980697384807
kazoo,2458.1849315068494
floyd,2458.220423412204
mezzo,2458.8468244084684
titus,2458.8630136986303
might,2459.0784557907846
filch,2459.7932752179327
jesus,2460.876712328767
bayda,2461.752801992528
dixon,2461.9115815691157
troff,2462.2608966376088
wispy,2462.6114570361146
bushy,2462.777397260274
crump,2463.4900373599003
quack,2463.7496886674967
drury,2465.449875466999
accra,2467.9165628891656
frock,2469.2188667496885
hindu,2469.323785803238
ditty,2469.340597758406
blimp,2470.211706102117
tommy,2470.3044831880447
missy,2470.310398505604
burro,2470.4576587795764
allah,2470.5342465753424
cupid,2470.5448318804483
miami,2470.719178082192
irwin,2471.074719800747
stoop,2471.2814445828144
cheek,2471.849315068493
muong,2472.387297633873
levee,2473.097135740971
fluid,2473.4741594022416
dingy,2473.5127646326277
hanna,2473.6917808219177
fling,2474.633872976339
bezel,2474.69302615193
wound,2476.3630136986303
greer,2476.941469489415
found,2478.6659402241594
stuck,2478.885118306351
hurry,2479.102117061021
flown,2479.763387297634
swift,2480.093711083437
pouch,2480.219800747198
fugue,2480.4825653798257
cough,2480.628891656289
scull,2480.6575342465753
maxim,2480.840597758406
weedy,2480.870485678705
didnt,2481.8446450809465
juicy,2482.8748443337486
sixth,2483.699875466999
cycad,2484.047322540473
swill,2484.2552926525527
flush,2485.6301369863013
young,2486.0753424657532
block,2486.1173723536735
plunk,2486.761207970112
jacky,2487.4349315068494
withy,2488.1905354919054
wishy,2488.205479452055
youll,2488.428082191781
murky,2488.547322540473
toddy,2488.8580323785804
debby,2489.087484433375
quell,2489.4825653798257
ohmic,2489.6519302615193
snoop,2490.6226650062267
bevel,2490.783312577833
billy,2491.455790784558
teeth,2491.4925280199254
frick,2491.677459526775
theft,2491.75
meiji,2492.8630136986303
mossy,2493.5180572851805
estes,2493.7596513075964
nylon,2494.2699252801995
pitch,2494.993773349938
tweed,2495.27397260274
truth,2496.3262764632627
blurb,2496.541407222914
filmy,2496.5890410958905
hedge,2497.769302615193
eject,2498.887920298879
skill,2499.6453922789538
eddie,2499.682440846824
graff,2499.97198007472
potts,2500.780821917808
unify,2501.5080946450807
fritz,2502.967621419676
ought,2503.6052303860524
fusty,2503.879202988792
judge,2504.681818181818
ember,2505.4190535491907
typic,2505.7462640099625
weber,2506.5155666251558
molly,2506.6313823163136
dewey,2506.7322540473224
downy,2507.714508094645
golly,2507.72602739726
druid,2507.9660647571604
radar,2508.934620174346
gawky,2509.4785180572853
slush,2509.6581569115815
hilly,2510.9604607721044
annal,2511.107098381071
burch,2511.494396014944
slump,2511.8991282689913
fishy,2512.0205479452056
peggy,2512.0423412204236
admix,2512.1036737235368
assay,2512.4968866749687
climb,2512.7559153175594
awash,2513.2814445828144
spoon,2513.7073474470735
shock,2513.815691158157
rooky,2514.2761519302617
focus,2514.4769613947697
vinyl,2515.435865504359
annum,2515.5535491905357
clomp,2515.5728518057285
abyss,2516.2730386052303
swing,2516.324408468244
pinch,2516.4047322540473
sweep,2516.7313200498133
calla,2517.2135740971357
worry,2517.763698630137
tampa,2518.068181818182
milky,2518.788293897883
burtt,2518.8396637608967
dingo,2519.3829389788293
debug,2519.5373599003738
baggy,2520.3424657534247
exxon,2521.430261519303
bitch,2521.798567870486
blinn,2522.288293897883
bogus,2522.728829389788
khaki,2523.1257783312576
blitz,2523.851183063512
tilth,2524.2733499377337
magna,2524.5180572851805
forum,2525.0
brock,2525.1136363636365
canna,2525.214196762142
spill,2525.5924657534247
bossy,2525.640722291407
ionic,2525.681195516812
mckee,2525.6849315068494
alpha,2526.195205479452
usury,2526.2559153175594
mecum,2526.838107098381
abram,2527.323163138232
spasm,2527.328767123288
paddy,2527.4190535491907
riggs,2528.3686176836864
would,2528.6363636363635
hilum,2528.6578455790786
dolly,2528.935242839352
folio,2529.048567870486
ditch,2529.178082191781
limit,2529.3518057285182
beech,2529.626712328767
night,2529.7845579078457
luzon,2530.0448318804483
ditto,2531.4654420921543
beefy,2531.826899128269
evoke,2532.25
defer,2532.277397260274
boson,2532.6600249066
award,2533.461394769614
rondo,2534.2216687422165
honky,2534.6052303860524
itchy,2534.6855541718555
music,2534.9427148194272
situs,2535.0616438356165
gloss,2535.2932752179327
opium,2535.768368617684
crowd,2535.8729763387296
essen,2535.8947696139476
curry,2536.04296388543
plush,2536.220423412204
perez,2536.52397260274
delve,2536.6967621419676
indus,2537.612079701121
quint,2537.681195516812
bound,2537.876712328767
assai,2538.4050435865506
odium,2538.5
milch,2538.609589041096
group,2538.785803237858
kiosk,2539.059775840598
guild,2539.3941469489414
queen,2540.0143212951434
happy,2540.591531755915
idiot,2541.406911581569
kulak,2542.041095890411
wheel,2542.7210460772103
zomba,2542.922789539228
david,2543.1419676214196
stunt,2543.3122665006226
shyly,2543.587795765878
awful,2544.290784557908
trump,2544.9383561643835
mound,2546.2391033623912
blown,2546.651307596513
rowdy,2546.655666251557
ghana,2546.85398505604
booty,2547.573163138232
belle,2548.5479452054797
rutty,2548.8966376089666
champ,2548.9601494396015
think,2549.505603985056
degum,2549.629202988792
pasha,2549.9595267745954
minsk,2550.321917808219
nitty,2551.097135740971
roomy,2551.1600249066
spool,2551.458904109589
verge,2551.469489414695
wrong,2551.5753424657532
yucca,2551.988792029888
mckay,2552.048567870486
clung,2552.291407222914
allan,2552.840597758406
bliss,2553.0286425902864
thing,2553.1326276463265
geese,2553.351494396015
stood,2553.3686176836864
shift,2553.6550435865506
punic,2553.8804483188046
drunk,2554.205479452055
allay,2554.8611457036113
blink,2554.966687422167
deneb,2554.9828767123286
mafia,2555.0610211706103
proxy,2555.1821295143213
jukes,2555.3897882938977
hesse,2555.6279576587795
union,2555.6687422166874
bette,2556.204234122042
holly,2556.671232876712
wacky,2557.1550435865506
butyl,2557.3082191780823
frown,2557.7132627646324
botch,2557.997198007472
wring,2558.6609589041095
queer,2558.6643835616437
input,2558.727895392279
karma,2558.9165628891656
troop,2559.049813200498
bylaw,2559.252801992528
dixie,2559.526774595268
sinus,2559.6777708592776
grown,2560.068493150685
pound,2560.3748443337486
event,2561.3116438356165
tough,2561.7764632627645
adapt,2561.8421544209214
bronx,2561.886674968867
shoot,2561.9053549190535
spiky,2562.5516811955167
sloop,2562.650684931507
mambo,2562.6992528019923
bambi,2562.9897260273974
stomp,2563.421232876712
halma,2563.4464508094643
squaw,2563.681506849315
swamp,2563.7596513075964
whelk,2564.1771481942715
pagan,2564.814757160648
rajah,2564.9968866749687
jelly,2565.301369863014
robot,2565.8200498132005
wyman,2565.8318804483188
build,2566.140722291407
breve,2566.672478206725
tempt,2566.922789539228
blush,2566.986301369863
pithy,2567.1046077210462
gusty,2567.263387297634
lynch,2567.3007471980077
bloch,2567.5342465753424
conic,2567.6357409713573
filth,2567.892901618929
bragg,2568.387297633873
joust,2568.530199252802
verde,2568.683063511831
staff,2568.8695516811954
panda,2568.9673100871732
apply,2569.5865504358653
stout,2569.6472602739727
soggy,2569.7291407222915
smoky,2570.2627646326277
hydro,2570.3412204234123
flack,2570.4794520547944
cumin,2570.4822540473224
thong,2570.846201743462
wyatt,2571.1849315068494
doubt,2571.3337484433373
limbo,2572.2615193026154
dwarf,2572.4221668742216
sully,2572.4981320049815
villa,2572.6419676214196
brick,2572.7543586550437
bawdy,2573.2378580323784
naval,2573.9928393524283
elves,2574.1158156911583
musty,2574.8617683686175
greek,2574.8729763387296
toxic,2574.934620174346
coyly,2574.956413449564
exert,2575.2353673723537
prick,2575.3082191780823
gould,2576.3412204234123
playa,2576.451432129514
proto,2576.5454545454545
abash,2576.883872976339
truck,2577.92403486924
lying,2577.970423412204
bosch,2578.082191780822
mcgee,2578.683063511831
qualm,2578.793897882939
tatty,2579.881693648817
stunk,2579.931506849315
motor,2580.137297633873
child,2580.2129514321296
thrum,2580.3262764632627
floor,2580.483188044832
nifty,2581.2503113325033
cocoa,2582.0376712328766
hound,2582.294520547945
hatch,2582.3088418430884
mouth,2582.4925280199254
kapok,2582.9763387297635
tepee,2583.016189290162
jenny,2583.3636363636365
upton,2583.519302615193
russo,2583.7135740971357
hamal,2584.04296388543
ghoul,2584.06600249066
shoji,2584.0784557907846
mould,2584.329389788294
stung,2584.337173100872
fudge,2584.340597758406
offal,2584.5734744707347
kirby,2585.0
sunny,2585.0591531755917
lucid,2585.640410958904
runny,2585.6531755915316
kodak,2585.8356164383563
ryder,2586.519302615193
axial,2586.9551681195517
greed,2586.9906600249064
wally,2587.043586550436
gross,2587.4109589041095
thatd,2587.4408468244083
lunch,2587.5130759651306
shown,2587.8066625155666
whelp,2588.0672478206725
vixen,2588.2403486924036
tying,2588.2409713574098
parka,2588.453300124533
dakar,2588.5118306351183
inman,2588.7459526774596
dowry,2589.1939601494396
porto,2589.5977584059774
donor,2589.609589041096
showy,2589.671232876712
truss,2589.758405977584
india,2589.991594022416
quilt,2590.315691158157
xylem,2590.5949564134494
wormy,2590.6491282689913
kidde,2591.1335616438355
virgo,2591.3480697384807
guess,2591.3841843088417
bleed,2591.477895392279
taffy,2591.6282689912828
minus,2591.7048567870484
deere,2592.3396637608967
boost,2592.3474470734745
stick,2592.409713574097
gutsy,2592.478206724782
cotty,2593.809775840598
ledge,2594.849315068493
kirov,2594.889476961395
keyes,2595.123287671233
omaha,2595.216687422167
magog,2595.458281444583
swede,2595.513698630137
gourd,2595.837484433375
touch,2595.958904109589
cacao,2596.1254669987547
wordy,2596.9022415940226
index,2597.090909090909
every,2597.7347447073475
vodka,2597.931506849315
fleck,2597.993773349938
throw,2598.275217932752
tinny,2598.342777085928
grebe,2598.3518057285182
crimp,2598.5616438356165
lanka,2598.711394769614
avian,2599.064134495641
boron,2599.0728518057285
shill,2599.1793275217933
willa,2599.7462640099625
moron,2599.769613947696
samba,2599.8630136986303
youth,2600.4134495641347
scoot,2601.2817559153177
blind,2601.667496886675
pupal,2603.343088418431
proud,2603.7409713574098
habib,2604.1301369863013
sooth,2604.3446450809465
dusty,2605.2067247820673
judas,2605.228206724782
smith,2605.2702366127023
gusto,2605.3166251556663
moldy,2605.544520547945
ellen,2605.680261519303
rough,2606.309775840598
rocky,2606.3206724782067
drama,2606.678393524284
fauna,2606.774595267746
clink,2606.840909090909
frill,2607.1967621419676
bebop,2607.2895392278956
polio,2607.458281444583
sight,2607.8645703611455
snick,2607.9265255292653
brown,2608.337484433375
scott,2608.838729763387
gorky,2609.3723536737234
sulky,2610.283312577833
amoco,2610.3200498132005
chess,2610.436799501868
whelm,2610.564134495641
cabal,2611.4333748443337
haifa,2611.547322540473
wharf,2611.564757160648
engel,2611.645080946451
oxeye,2611.6737235367373
tutor,2611.6737235367373
trust,2612.3580323785804
album,2612.4869240348694
speed,2612.612079701121
light,2612.65099626401
syrup,2613.1905354919054
chord,2613.323785803238
motif,2613.3726650062267
smash,2613.438667496887
colon,2613.499377334994
beget,2613.544209215442
chirp,2613.5778331257784
sykes,2614.0423412204236
crack,2614.3206724782067
sheep,2614.35398505604
breed,2614.431506849315
egypt,2615.4635740971357
caddy,2615.4981320049815
whatd,2615.5784557907846
leggy,2615.6335616438355
cubit,2615.7848692403486
grind,2615.9053549190535
farad,2616.0258405977584
drown,2616.159713574097
where,2616.6861768368617
catch,2617.0242839352427
clown,2617.387920298879
cindy,2617.996575342466
offer,2618.1416562889167
turvy,2618.6145703611455
feces,2618.699875466999
julep,2619.1827521793275
stock,2619.21201743462
augur,2619.510585305106
optic,2619.598381070984
newel,2619.8424657534247
jacob,2620.0068493150684
never,2620.3698630136987
xenon,2620.4143835616437
gauzy,2620.52397260274
waltz,2621.1369863013697
olson,2621.6382316313825
pivot,2621.8281444582813
vetch,2622.090286425903
derek,2622.379514321295
quito,2622.733810709838
stint,2622.847135740971
ghost,2622.915317559153
xerox,2623.302615193026
melee,2623.304794520548
qatar,2623.4408468244083
black,2623.7235367372355
krill,2623.941469489415
heigh,2624.214196762142
fatty,2624.4925280199254
scrub,2625.152864259029
frond,2625.3770236612704
vomit,2625.6301369863013
booze,2626.0644458281445
swell,2626.192403486924
porch,2626.2904732254046
notch,2626.604296388543
avail,2626.902864259029
strut,2627.7789539227897
kelly,2628.0074719800746
befog,2628.458904109589
telex,2628.51400996264
shrug,2628.6609589041095
blond,2629.019302615193
wreck,2629.1005603985054
drink,2629.3574097135743
jolla,2629.48100871731
kneel,2629.7353673723537
colic,2629.788293897883
fanny,2629.82098381071
dryad,2629.925902864259
kabul,2630.6687422166874
prong,2630.7783312577835
fugal,2630.9464508094643
sylow,2630.972602739726
privy,2631.0753424657532
irish,2631.4321295143213
budge,2631.516189290162
quark,2631.5208592777085
cloud,2631.747820672478
bring,2632.2876712328766
birch,2632.3334371108344
exile,2632.3773349937733
shrub,2632.463885429639
croon,2632.7210460772103
sough,2632.7257160647573
flaky,2632.8751556662514
drift,2632.909090909091
sixty,2633.3172478206725
study,2633.488792029888
phony,2633.6690535491907
darpa,2633.7671232876714
comma,2633.8717310087172
elver,2634.4218555417187
dandy,2635.065379825654
scowl,2635.321295143213
elegy,2635.4109589041095
julio,2635.447384806974
squad,2635.455790784558
dwyer,2635.859277708593
river,2636.030199252802
crypt,2636.271793275218
jerry,2636.4679327521794
equip,2637.0672478206725
naacp,2637.181818181818
dross,2637.6382316313825
alibi,2637.9000622665008
allow,2638.0090286425902
gauss,2638.0214819427147
watch,2639.0108966376088
fount,2639.2677459526776
modem,2639.3446450809465
brush,2639.9545454545455
edwin,2640.211083437111
zeiss,2640.431195516812
steve,2640.5890410958905
osaka,2640.9050435865506
enemy,2641.194271481943
chalk,2641.492216687422
leech,2641.530510585305
midst,2641.6046077210462
quirt,2641.945828144458
iraqi,2643.3919676214196
brink,2643.5255292652555
aruba,2643.5367372353676
toxin,2643.6052303860524
right,2643.906288916563
worth,2644.1033623910334
still,2644.2434620174345
umbra,2645.3477584059774
trout,2645.80199252802
cling,2646.4405354919054
monic,2646.6905354919054
wyeth,2646.8586550435866
throb,2647.0423412204236
froth,2647.1793275217933
ingot,2647.246575342466
needy,2648.135118306351
etude,2648.197073474471
calyx,2648.3561643835615
theme,2648.7272727272725
amply,2648.920298879203
virus,2648.972602739726
fatal,2649.5339352428396
folic,2649.5566625155666
yemen,2649.7590286425902
mulct,2650.06600249066
slunk,2650.3524283935244
slosh,2650.5059153175594
felix,2651.0180572851805
genii,2651.024906600249
wrack,2651.256226650062
month,2651.257783312578
spout,2651.440224159402
grimy,2651.635118306351
quash,2651.9707347447074
sachs,2652.02397260274
laban,2652.6167496886674
dally,2652.945205479452
creek,2653.323163138232
smack,2653.904109589041
lossy,2654.0460772104607
bonus,2654.2428393524283
mousy,2654.307596513076
dodge,2654.3300124533002
malay,2654.357721046077
flank,2654.8418430884185
colby,2655.0672478206725
again,2655.231631382316
chevy,2655.2490660024905
kevin,2655.5448318804483
grill,2655.581569115816
veery,2655.96201743462
could,2656.467621419676
lever,2656.5756537982566
multi,2656.807596513076
ether,2656.9794520547944
speck,2657.2104607721044
tenet,2657.6027397260273
flout,2657.931506849315
snowy,2658.047322540473
pyrex,2658.0790784557908
usual,2658.677459526775
endow,2659.043586550436
paula,2659.1326276463265
engle,2659.2391033623912
merge,2659.310398505604
growl,2659.357721046077
stink,2659.3835616438355
forth,2659.7229140722293
aloof,2659.9844333748442
cowry,2660.5784557907846
mobil,2660.835305105853
upend,2660.8897882938977
stilt,2660.9900373599003
zloty,2661.049190535492
steep,2661.0946450809465
tipsy,2661.342777085928
ozone,2661.4059775840597
savvy,2661.445828144458
scamp,2662.0236612702365
flask,2662.2104607721044
glass,2662.2755292652555
swank,2662.3997509339974
dubhe,2662.480386052304
slung,2662.676836861768
spell,2663.6410336239105
getty,2663.793897882939
lingo,2663.9461394769614
crown,2663.9962640099625
ketch,2664.5516811955167
glenn,2665.2789539227897
becky,2665.552615193026
chang,2665.8499377334992
teddy,2666.666874221669
clamp,2666.78300124533
shunt,2666.7845579078457
sweet,2666.8580323785804
dugan,2667.3835616438355
hyman,2667.478206724782
pepsi,2667.5108966376088
novak,2667.7020547945203
chewy,2667.769613947696
elude,2667.8412204234123
patty,2668.109589041096
tulip,2668.1662515566627
cheer,2668.2322540473224
tunic,2668.5865504358653
revel,2668.5952677459527
error,2668.695828144458
bigot,2668.8094645080946
welch,2668.8527397260273
crush,2668.930261519303
shack,2668.945205479452
blatz,2669.0946450809465
incur,2669.1609589041095
jeres,2669.7475093399753
given,2670.013698630137
allyn,2670.052926525529
gassy,2670.5395392278956
wuhan,2670.753424657534
fetch,2670.813200498132
addis,2670.8729763387296
ethel,2670.9900373599003
flail,2671.5
tibia,2671.692403486924
weigh,2672.134495641345
franz,2672.1927148194272
danny,2672.2409713574098
jerky,2672.285180572852
fence,2673.120797011208
misty,2673.1880448318802
stash,2673.808530510585
denny,2673.9757160647573
depth,2674.0924657534247
cross,2674.178082191781
churn,2674.5582191780823
umber,2674.8306351183064
sting,2674.915317559153
sword,2675.0108966376088
waals,2675.205479452055
wendy,2675.2714819427147
begun,2675.4159402241594
beige,2675.708281444583
kumar,2675.808530510585
array,2676.301369863014
petty,2676.7895392278956
bless,2677.301369863014
khmer,2677.47198007472
drool,2677.480697384807
cajun,2677.53798256538
aphid,2677.835927770859
razor,2678.0563511830637
wilma,2678.2123287671234
divan,2678.285491905355
hausa,2678.477584059776
ascii,2678.477584059776
attic,2678.5118306351183
droll,2678.673100871731
annul,2678.692403486924
prior,2678.944894146949
iliad,2679.1304483188046
abbot,2679.261207970112
freud,2679.2820672478206
deuce,2679.455479452055
fleet,2679.45703611457
furze,2680.25
amiss,2680.376400996264
meyer,2680.429638854296
drill,2680.442403486924
durer,2680.518368617684
havoc,2680.814134495641
trick,2681.1609589041095
slick,2681.3533623910334
cyrus,2681.408468244085
labia,2681.5052926525527
await,2681.5644458281445
lofty,2681.6027397260273
dogma,2681.793586550436
croft,2681.828767123288
balky,2682.1002490660026
nudge,2682.1961394769614
swept,2682.3449564134494
odell,2682.364881693649
logic,2682.5865504358653
trudy,2682.8424657534247
geode,2682.977584059776
sioux,2683.0563511830637
belly,2683.1671855541717
malta,2683.409090909091
hurty,2683.595890410959
prowl,2684.1055417185553
gecko,2684.74501867995
emery,2684.8010585305105
fluke,2685.0809464508093
goode,2685.0996264009964
byron,2685.387297633873
croix,2685.4520547945203
small,2685.518368617684
dietz,2686.1130136986303
creep,2687.0236612702365
sappy,2687.2266500622663
topic,2687.2786425902864
shout,2687.445205479452
objet,2687.477584059776
mania,2687.5292652552926
sturm,2687.7615193026154
match,2687.783312577833
stool,2687.7988792029887
elbow,2687.9511207970113
spurt,2688.044520547945
soupy,2688.148816936488
joint,2688.178082191781
strum,2688.19800747198
phyla,2688.818181818182
fruit,2688.8480697384807
ferry,2689.172789539228
girth,2689.17403486924
criss,2689.2163760896638
larva,2689.4025529265255
nerve,2689.4109589041095
trunk,2689.584371108344
egret,2689.650684931507
afoot,2689.717621419676
